Index,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
1238,76,76,52,60,72,52,78,68,47,68,75,91,91,83,68,67,72,59,80,67,60,74,68,72,66,42,69,72,74,74
1239,76,76,58,24,80,64,79,80,69,70,81,78,74,78,74,88,64,54,68,32,72,40,54,70,80,75,72,60,36,28
1240,76,71,74,66,76,71,74,67,76,72,79,80,73,75,74,60,79,62,73,68,72,73,49,76,75,71,72,42,50,44
1241,76,74,64,48,77,68,74,59,62,76,74,63,69,69,77,75,74,61,77,53,75,71,65,74,77,72,67,56,71,52
1242,76,46,76,73,74,67,77,59,46,39,79,72,76,62,75,61,80,78,68,77,62,88,25,74,72,62,72,39,22,16
1243,76,68,73,67,77,50,73,63,63,76,77,76,74,70,70,72,75,75,92,75,71,72,70,71,71,68,74,64,70,69
1244,76,60,47,59,74,60,65,57,59,74,73,61,54,74,76,76,77,61,70,68,66,86,77,62,68,49,75,81,78,74
1245,76,70,66,68,78,60,76,71,50,75,78,79,79,76,76,74,79,62,73,64,74,68,64,78,75,50,75,68,70,66
1246,76,77,61,74,72,55,67,65,43,70,77,81,80,63,71,62,62,64,77,74,61,55,74,71,59,38,65,70,77,78
1247,76,71,48,71,69,54,69,63,62,64,72,72,72,74,76,70,66,78,76,68,58,77,75,65,54,60,72,78,79,77
1249,76,74,55,63,84,66,70,83,82,76,75,63,51,75,74,94,84,74,84,67,77,80,75,64,72,66,73,70,72,68
1250,76,59,77,84,68,70,65,61,46,60,76,50,55,50,76,60,80,89,73,84,71,80,42,78,70,79,75,42,38,29
1251,76,76,71,59,67,65,78,73,71,58,76,86,84,83,74,77,75,63,74,53,67,46,31,72,74,71,74,23,25,21
1252,76,71,29,72,67,37,61,65,55,63,72,78,88,78,70,71,61,86,77,77,32,76,76,64,52,45,68,72,79,78
1253,76,71,74,43,71,65,80,76,56,68,80,79,76,78,77,84,70,70,65,50,68,55,53,75,71,60,78,52,37,28
1254,76,78,66,63,76,56,78,58,47,69,75,80,87,76,70,70,66,72,77,76,56,77,71,66,66,55,67,72,74,75
1255,76,76,66,55,77,73,75,78,76,81,74,66,68,73,67,70,80,65,79,65,78,66,70,75,76,68,71,65,59,57
1256,76,48,78,66,71,77,82,79,60,51,78,77,75,83,76,78,66,71,77,53,64,70,35,80,71,73,73,45,42,28
1257,76,36,80,68,72,65,73,53,35,33,74,74,76,68,79,73,69,68,71,67,75,46,41,80,58,70,69,22,13,13
1258,76,63,66,42,73,68,77,72,66,71,78,83,79,84,73,69,76,79,86,74,73,81,56,72,76,69,78,66,56,54
1259,76,70,64,41,78,68,73,60,70,74,76,69,69,71,76,61,70,58,78,66,70,60,72,76,74,61,76,76,72,68
1260,76,79,72,56,82,75,82,80,76,80,83,36,34,68,67,54,77,29,56,67,76,56,47,71,80,76,75,31,29,30
1261,76,57,66,74,82,48,67,61,65,77,77,35,35,62,70,35,63,58,70,73,60,65,75,70,79,46,70,67,72,68
1262,76,68,66,65,78,69,77,69,59,74,79,60,66,69,74,54,77,69,78,78,75,76,72,70,74,61,74,61,72,64
1263,76,32,26,82,41,33,39,33,34,37,49,66,69,43,73,47,49,79,60,78,22,80,76,27,33,49,70,75,78,80
1264,76,56,78,66,68,71,74,74,72,49,76,78,74,78,76,81,74,74,76,80,63,65,36,80,70,74,80,29,40,37
1265,76,82,71,44,74,65,76,82,82,72,80,61,65,72,73,67,81,57,73,70,76,82,46,76,79,73,77,42,56,41
1266,76,68,55,47,73,65,84,73,72,69,82,78,75,86,78,76,64,57,73,44,57,57,29,73,78,60,77,52,43,42
1267,76,41,46,74,66,59,38,39,46,61,61,61,69,48,71,38,73,56,79,88,57,70,76,38,34,34,68,78,77,73
1268,76,76,46,65,76,57,75,74,43,69,75,67,74,66,73,57,74,74,74,72,68,72,76,63,64,57,74,75,77,76
1269,76,65,68,64,70,72,81,68,66,57,80,85,91,82,66,65,86,69,64,69,73,50,30,77,72,70,69,30,24,20
1270,76,78,56,63,77,50,73,77,60,73,77,75,76,72,78,69,76,68,73,67,65,69,74,72,72,65,74,69,77,73
1271,76,74,69,70,81,64,69,67,68,77,76,60,53,79,72,70,71,65,75,62,71,72,65,76,77,71,80,76,61,62
1272,76,28,25,76,64,19,50,18,26,60,58,61,66,50,70,44,48,76,73,86,22,82,75,34,49,42,70,73,75,75
1273,76,76,63,53,81,46,73,75,63,80,80,55,53,85,72,76,79,55,66,65,77,62,52,73,83,64,72,40,52,12
1274,76,71,60,62,77,68,74,71,67,79,76,42,45,62,73,72,74,57,78,70,68,85,73,64,78,88,77,71,74,76
1275,76,76,69,50,68,68,80,71,61,64,77,93,86,90,70,77,79,41,75,57,72,67,26,68,70,45,72,53,29,36
1276,76,58,75,87,64,67,65,60,64,48,74,59,68,66,67,46,78,82,66,87,69,56,29,73,68,71,70,28,25,18
1277,76,77,60,56,76,57,77,77,76,74,77,74,74,77,72,76,75,67,88,68,69,70,74,74,72,77,80,67,74,72
1278,76,69,72,51,69,77,78,76,76,70,73,86,84,81,76,83,86,77,87,81,77,74,44,79,74,73,72,30,40,33
1279,76,71,72,45,78,53,76,62,65,76,72,76,79,79,76,78,69,61,77,61,68,56,49,75,79,62,61,41,52,49
1280,76,50,49,70,71,32,60,50,44,66,70,59,66,60,69,62,54,71,73,77,55,75,78,39,49,54,72,77,78,77
1281,76,57,77,82,69,75,65,50,49,45,70,66,74,61,72,58,77,69,82,81,68,77,24,80,65,65,74,37,22,20
1282,76,72,51,66,77,39,77,51,52,74,71,74,77,81,75,72,34,65,80,61,51,81,71,55,56,66,73,77,76,77
1283,76,48,45,60,77,53,50,47,44,76,70,58,70,77,79,76,65,81,88,80,62,83,70,36,52,62,80,81,77,68
1284,76,57,66,48,76,31,74,46,52,69,76,78,78,81,80,79,74,77,91,82,65,83,78,73,70,55,79,77,76,73
1285,76,74,64,45,79,63,78,73,60,74,79,70,67,77,74,80,75,66,79,59,67,63,64,68,76,63,70,67,72,69
1286,76,31,34,74,68,28,50,40,36,52,65,61,69,59,70,57,75,78,66,79,65,82,71,30,59,28,69,76,76,79
1288,76,77,60,40,77,72,83,78,69,67,82,82,83,79,72,77,74,44,76,65,70,42,34,74,68,69,74,48,38,36
1289,76,73,63,71,78,70,77,77,72,75,80,73,75,72,71,54,81,70,70,77,77,56,61,74,77,70,72,50,59,53
1290,76,61,70,60,76,68,82,76,57,70,82,74,66,74,64,75,82,52,55,77,80,48,38,75,73,56,83,46,48,41
1291,76,79,66,59,74,59,81,75,68,76,80,82,84,82,65,80,74,58,66,75,70,78,43,67,71,66,70,45,38,32
1292,76,56,78,76,68,70,74,68,51,42,76,73,73,73,72,76,74,79,58,68,60,60,20,82,58,69,76,28,22,20
1293,76,73,71,57,75,67,78,78,73,74,77,66,70,77,73,80,82,52,71,61,77,80,54,73,76,75,71,49,53,59
1295,76,73,69,71,84,55,74,76,77,79,80,60,61,67,66,59,82,68,69,70,71,68,54,72,79,76,81,60,70,71
1296,76,69,78,57,67,69,83,58,45,63,76,90,90,91,69,81,71,91,70,44,73,53,18,70,67,65,70,37,38,25
1297,76,68,72,44,66,60,81,77,65,49,78,90,87,90,78,75,77,68,76,56,70,43,25,75,69,62,73,28,20,19
1298,76,73,73,43,73,72,82,78,71,63,79,79,79,83,72,88,74,66,74,55,72,61,39,74,69,71,80,43,37,29
1299,76,74,74,58,72,62,78,72,74,67,76,90,85,82,72,75,78,77,69,68,76,46,48,74,71,65,73,37,33,35
1300,76,69,76,65,72,81,81,72,58,66,78,84,76,86,77,72,77,77,76,65,74,60,25,76,73,70,73,34,45,36
1301,76,45,35,76,66,27,57,32,34,56,62,60,63,65,73,65,50,90,78,80,33,70,79,34,44,44,70,77,75,72
1302,76,77,67,47,77,68,80,82,74,75,82,64,63,76,71,74,71,70,60,54,70,73,43,74,77,67,82,48,35,32
1303,76,60,40,80,77,35,58,49,42,68,66,62,66,62,71,62,59,77,75,70,49,71,77,49,45,47,66,75,78,76
1304,76,53,27,77,58,44,46,47,48,56,50,59,67,62,62,60,67,86,64,87,48,89,71,39,47,48,58,72,79,79
1305,76,62,56,63,80,63,72,69,67,76,76,67,66,70,73,66,66,53,80,69,64,71,76,55,76,51,70,71,73,68
1306,76,72,68,49,81,70,77,80,74,78,80,53,50,60,79,74,69,37,69,59,72,55,55,77,79,71,79,45,50,28
1308,76,80,52,68,76,35,69,59,55,58,75,69,75,71,74,77,54,84,74,76,56,73,75,61,59,51,66,62,77,79
1309,76,72,66,47,74,51,78,75,75,73,76,77,73,75,76,66,76,64,80,70,77,61,54,71,76,68,70,68,73,67
1310,76,66,77,76,78,81,74,70,68,58,76,56,60,65,74,64,79,76,55,70,71,73,41,77,75,79,76,38,41,38
1311,76,67,60,60,78,66,74,74,70,77,79,54,52,61,73,58,72,66,75,75,69,83,70,70,74,68,75,74,71,62
1312,76,71,64,61,75,64,77,68,70,72,77,81,78,79,77,71,80,69,88,73,77,77,68,71,73,61,74,68,72,71
1313,76,69,55,68,76,59,74,69,35,66,75,73,73,77,76,76,69,68,75,64,56,74,77,64,63,45,76,77,79,78
1314,76,58,55,71,78,53,74,51,38,79,78,62,69,71,70,65,75,70,69,75,67,74,72,62,76,49,68,70,77,74
1315,76,72,70,58,78,73,79,70,54,72,77,81,82,82,70,74,72,70,89,72,68,50,65,72,74,67,70,69,61,61
1316,76,68,65,70,75,60,74,68,47,75,77,77,82,75,74,74,75,77,87,68,72,61,70,62,74,65,74,71,79,79
1317,76,74,72,39,73,72,78,73,75,65,76,78,77,80,75,90,69,52,85,60,78,49,37,73,78,64,74,62,40,32
1318,76,35,29,76,58,34,50,42,36,58,54,59,55,58,70,50,65,78,59,81,60,76,76,32,28,45,74,80,78,77
1319,76,72,59,60,79,68,78,74,80,77,78,71,69,76,70,77,80,68,75,69,78,60,70,63,76,68,67,64,69,68
1320,76,64,60,70,76,62,68,57,43,74,74,68,68,62,79,70,74,79,90,75,68,79,81,69,72,60,76,79,78,76
1321,76,76,28,74,77,30,62,57,60,55,73,71,72,66,71,69,50,60,74,71,30,70,69,48,31,40,64,77,79,80
1322,76,42,72,73,74,73,78,71,53,59,76,77,76,78,78,78,70,81,71,64,69,65,31,77,78,68,77,53,39,32
1323,76,47,28,76,66,23,51,39,34,67,60,55,49,40,75,36,69,63,82,89,41,81,78,50,64,42,71,74,75,74
1324,76,78,72,63,78,82,84,75,74,81,81,61,58,74,71,72,86,54,70,78,84,59,30,72,77,69,80,29,33,31
1325,76,65,66,61,72,58,76,64,68,74,76,88,89,78,71,77,75,90,83,65,69,75,69,75,68,46,67,72,75,76
1326,76,67,48,75,77,44,73,47,48,74,78,67,67,67,74,54,75,74,81,86,77,77,73,74,70,51,75,69,75,71
1327,76,42,76,70,69,74,75,67,70,54,78,72,77,75,72,67,87,71,70,76,77,38,21,72,69,75,77,28,24,19
1328,76,54,44,77,73,35,51,52,50,43,63,41,51,32,65,38,46,58,57,91,45,82,66,67,42,63,71,82,74,75
1329,76,66,73,68,72,76,78,76,70,59,82,79,76,76,76,83,71,74,66,57,73,63,35,82,73,69,71,47,40,32
1330,76,35,19,74,60,20,53,26,26,57,67,68,68,65,76,60,50,72,63,73,44,78,78,16,33,37,76,77,79,78
1331,76,52,80,76,68,75,69,70,47,42,76,77,69,78,74,70,74,90,69,76,41,83,21,81,59,80,80,31,16,16
1332,76,77,58,60,74,57,78,65,48,68,75,76,78,78,79,80,70,78,77,65,65,74,75,76,72,67,78,74,78,73
1333,76,44,79,90,73,81,67,57,40,49,80,29,32,33,80,30,79,55,44,86,64,71,25,84,70,70,82,34,25,15
1334,76,58,36,74,73,40,56,61,50,70,65,69,70,65,72,77,62,83,79,77,41,82,75,56,55,53,69,76,74,78
1335,76,79,71,67,74,62,79,77,78,66,80,83,75,86,73,85,77,81,66,65,65,42,46,70,75,51,74,30,41,25
1336,76,69,75,61,77,72,75,70,57,69,75,75,76,73,76,61,75,73,75,64,73,76,42,79,75,72,72,30,44,28
1337,76,71,49,78,68,40,70,64,46,65,67,34,70,54,70,50,64,72,78,78,49,88,75,62,55,67,70,77,73,75
1338,76,61,41,73,67,52,45,54,48,75,55,52,63,38,77,37,71,81,68,83,45,80,72,42,44,77,75,79,75,77
1339,76,77,65,66,72,55,83,77,54,66,78,79,80,83,74,68,75,68,72,67,66,42,56,74,72,67,76,57,57,52
1340,76,74,72,56,74,70,77,76,70,72,76,84,68,83,74,78,69,32,73,33,70,65,45,74,77,74,76,48,58,51
1341,76,52,38,68,77,48,71,58,62,70,74,64,56,61,73,60,69,87,76,75,61,85,80,60,67,53,76,75,75,70
1342,76,74,72,74,76,75,78,72,61,62,79,77,75,78,77,67,76,71,77,68,72,72,30,78,72,78,76,68,30,26
1343,76,68,69,44,69,68,79,66,55,59,77,94,93,79,72,74,75,48,72,66,66,53,17,71,69,58,75,25,16,21
1344,76,39,43,79,61,55,50,50,36,60,58,52,59,54,68,50,71,71,63,76,54,82,75,47,51,55,68,75,77,79
1345,76,62,81,72,61,69,70,55,48,49,72,72,76,66,72,36,76,64,76,81,71,73,19,81,56,76,70,29,28,29
1346,76,86,67,42,68,71,77,83,73,78,77,77,73,75,71,79,72,61,83,61,67,73,56,71,76,60,70,70,52,45
1347,76,61,75,65,67,69,72,57,44,54,72,87,87,75,75,74,80,72,72,75,65,70,33,78,67,74,71,27,23,20
1348,76,70,70,63,74,67,75,68,84,76,78,68,63,65,70,77,93,70,79,90,84,77,68,70,75,76,76,60,66,60
1351,76,79,58,70,76,48,77,68,56,72,76,77,82,76,74,65,76,81,87,78,68,66,70,69,66,58,72,73,73,72
1352,76,83,72,42,73,73,76,83,84,72,74,76,74,84,73,73,83,62,71,61,81,53,35,71,81,85,77,42,21,20
1353,76,73,66,51,78,67,79,68,71,75,80,74,72,78,65,78,74,60,70,55,72,63,50,73,74,62,77,55,48,38
1355,76,74,74,60,74,77,78,73,62,58,77,74,72,77,77,76,81,64,71,68,74,68,42,79,74,69,71,43,40,36
1356,76,30,49,75,57,52,56,44,50,51,59,54,65,69,75,54,68,72,68,81,43,81,78,40,49,57,66,77,78,72
1357,76,58,75,83,72,76,70,73,47,61,71,53,58,58,76,55,78,82,72,82,71,86,50,80,72,74,76,36,48,24
1358,76,80,67,62,74,76,80,84,84,74,79,78,79,77,78,70,82,79,85,66,80,88,70,79,72,74,77,66,73,73
1359,76,40,32,76,69,32,35,43,48,72,58,48,52,40,68,42,53,55,66,87,42,76,74,36,59,38,67,75,80,75
1361,76,63,59,76,76,55,71,66,73,69,74,59,58,56,73,58,77,75,54,86,72,92,79,65,66,66,68,74,77,73
1362,76,50,80,78,68,76,75,68,69,34,77,79,78,85,72,78,70,77,69,61,58,78,19,79,61,72,72,21,15,18
1363,76,61,78,77,62,77,76,62,63,55,75,73,78,62,79,56,76,55,61,69,73,57,34,72,65,64,65,22,23,22
1365,76,68,65,64,80,68,75,70,66,74,77,73,76,74,75,75,81,67,84,74,74,81,67,69,74,68,74,69,71,67
1366,76,71,69,45,73,60,78,69,69,62,76,85,79,76,73,78,74,67,89,68,64,63,34,72,66,62,68,42,33,29
1367,76,66,40,77,73,38,64,64,66,77,71,48,62,61,76,58,72,68,73,78,66,77,74,57,70,56,71,75,77,76
1368,76,81,72,61,84,65,73,79,77,82,77,67,66,73,66,77,75,71,78,73,77,63,72,68,82,61,69,77,72,70
1369,76,59,58,68,74,60,67,82,49,77,73,77,72,74,71,73,73,91,81,73,71,81,76,62,64,61,66,74,76,68
1370,76,74,63,72,74,57,78,78,66,61,77,78,79,74,75,67,80,65,79,77,79,72,76,74,72,55,76,69,73,68
1371,76,60,26,77,66,32,56,55,36,60,64,63,49,46,74,44,48,33,69,83,29,78,78,28,30,44,64,74,78,78
1372,76,70,76,73,74,74,80,65,46,59,77,78,77,74,79,77,72,76,75,63,66,50,39,78,70,62,75,43,33,30
1373,76,49,76,77,67,70,70,66,72,52,70,68,73,63,70,51,81,75,69,91,66,80,32,77,71,75,70,15,34,27
1375,76,62,76,79,73,73,71,58,52,54,73,69,69,73,77,64,73,82,80,80,64,72,17,77,63,66,72,37,29,16
1376,76,65,40,82,72,29,62,56,36,68,65,55,66,61,71,65,59,75,76,83,50,75,74,48,59,50,69,77,75,72
1377,76,30,25,82,61,20,51,25,33,63,60,35,33,33,70,34,59,77,64,91,40,76,76,23,32,42,67,77,78,70
1378,76,76,73,47,76,56,79,54,49,71,77,73,86,74,69,60,70,69,63,65,64,45,39,72,68,47,61,48,39,42
1379,76,69,69,66,76,76,75,64,60,70,77,76,78,87,76,79,79,65,85,59,79,79,33,71,74,61,65,30,22,32
1380,76,67,63,59,78,60,76,65,73,74,75,74,82,78,76,74,81,68,84,66,79,77,75,70,75,60,75,69,75,74
1381,76,78,54,68,71,59,74,80,80,73,71,84,79,75,75,75,65,76,83,62,63,72,70,67,60,81,68,72,75,75
1382,76,58,49,68,76,39,70,65,58,74,71,62,69,65,73,61,65,69,85,75,57,75,76,64,68,52,72,75,76,75
1384,76,64,78,54,80,59,73,53,59,79,75,59,59,44,84,58,70,73,85,67,75,82,67,81,72,53,80,47,64,57
1385,76,74,74,57,74,70,77,71,70,69,75,76,74,77,74,75,76,34,79,65,75,53,51,75,77,67,74,60,54,45
1386,76,60,76,76,62,65,73,46,37,36,73,84,88,79,76,70,73,85,71,74,57,37,24,76,56,78,68,12,17,15
1387,76,70,80,76,76,80,79,69,66,60,81,68,68,69,74,58,76,72,66,72,70,60,24,80,78,74,76,50,24,20
1388,76,38,53,86,70,36,50,68,76,68,62,49,54,52,71,34,80,86,69,85,67,76,72,55,35,48,56,75,75,71
1389,76,67,51,74,68,43,60,45,30,60,66,71,68,67,69,66,65,82,69,75,39,83,75,49,39,44,66,74,76,77
1390,76,29,35,71,67,23,54,29,35,42,63,48,47,42,73,33,68,37,76,90,37,81,78,32,35,43,75,75,79,73
1391,76,71,79,77,77,75,75,67,66,68,69,66,71,77,74,66,77,82,69,77,70,69,42,79,78,69,76,42,46,40
1392,76,45,32,72,75,35,61,38,36,67,70,63,53,65,77,66,47,87,68,68,35,76,83,32,63,50,72,80,82,78
1393,76,70,75,76,73,71,77,77,71,60,78,76,77,78,76,75,76,70,79,70,74,75,40,74,69,74,69,36,52,35
1394,76,50,50,66,75,45,75,53,64,73,73,79,65,70,72,65,69,92,84,90,58,84,74,72,69,42,70,75,76,70
1395,76,42,22,75,69,18,31,39,34,68,67,51,53,52,69,50,64,67,55,82,28,72,78,28,37,55,73,77,76,74
1396,76,56,30,73,66,49,58,62,49,76,62,49,60,51,67,53,60,51,61,83,42,84,75,40,36,42,70,82,77,73
1397,76,68,77,65,75,73,79,76,69,65,76,82,79,83,74,83,80,66,59,65,75,68,38,76,77,74,75,46,44,33
1398,76,38,24,74,63,42,35,32,28,59,58,53,61,54,73,61,59,65,61,83,45,87,75,33,41,39,63,74,76,74
1399,76,70,50,73,73,38,64,40,34,73,66,63,68,67,77,68,60,72,81,74,41,81,80,55,56,42,74,76,80,78
1400,76,75,71,59,73,61,83,75,71,64,80,75,72,90,72,84,73,72,72,54,70,80,52,74,74,68,73,58,40,34
1401,76,80,49,59,68,50,75,68,69,64,76,77,79,79,75,79,74,71,77,48,68,66,73,73,62,53,66,72,73,77
1402,76,56,45,77,61,38,57,30,25,66,65,69,64,68,67,64,76,82,62,86,47,81,75,31,51,45,69,76,76,74
1403,76,50,76,73,68,67,75,69,35,41,77,79,84,77,71,64,75,81,69,86,62,69,22,75,64,82,76,39,14,16
1404,76,70,75,71,68,65,74,71,65,63,74,88,87,80,72,77,80,90,80,74,74,57,42,74,67,70,73,25,40,42
1405,76,68,67,41,77,60,74,69,77,75,76,78,76,79,67,88,85,54,74,49,80,52,52,70,77,63,73,50,49,44
1406,76,77,47,73,69,28,71,50,50,65,69,80,84,68,72,53,66,83,88,87,40,76,68,69,58,43,67,68,76,74
1407,76,72,73,65,75,80,80,76,69,71,78,73,62,76,73,75,80,77,72,64,77,54,59,73,72,74,69,57,61,48
1408,76,58,75,77,75,62,75,54,40,56,78,52,68,56,72,62,76,69,74,92,56,60,18,78,70,65,71,57,20,15
1409,76,50,79,74,68,75,69,53,73,42,72,66,73,72,69,75,81,78,65,80,78,54,22,75,48,75,62,53,16,20
1410,76,50,36,75,68,35,65,35,42,76,70,69,75,60,72,48,55,70,80,86,34,82,73,45,46,43,73,71,75,72
1412,76,73,68,52,77,54,75,66,59,72,74,71,68,82,83,91,67,81,91,60,60,81,74,70,72,60,83,77,77,71
1413,76,64,74,74,68,76,80,75,45,59,77,83,78,86,75,75,72,81,74,74,68,47,39,78,72,74,70,41,12,18
1414,76,75,57,63,71,50,74,67,29,68,75,88,86,73,74,75,65,80,80,72,66,69,68,65,64,47,72,73,75,74
1415,76,76,73,76,73,62,74,64,38,72,70,90,89,85,74,64,74,76,79,71,62,66,45,75,65,65,66,52,41,26
1416,76,70,73,55,72,72,82,75,56,70,75,88,87,93,74,83,73,65,74,58,75,77,24,75,77,59,75,29,23,21
1417,76,66,58,63,79,60,75,69,70,74,79,59,64,68,75,65,78,63,74,75,69,78,74,64,74,51,69,70,74,64
1418,76,33,81,84,69,76,68,39,66,44,72,50,47,47,75,43,80,74,81,90,74,78,40,76,62,77,73,35,35,25
1419,76,79,73,55,76,65,81,74,67,70,80,80,75,84,76,85,75,69,75,54,75,74,74,74,74,66,72,72,70,70
1420,76,57,83,84,70,65,69,60,53,61,75,55,55,60,74,52,74,78,67,81,66,70,23,80,65,75,72,39,35,33
1421,76,76,51,70,72,53,73,71,41,68,73,70,74,70,70,65,76,75,72,74,57,70,76,70,64,51,76,78,78,78
1422,76,59,74,69,72,64,78,65,51,70,74,76,79,69,73,73,76,73,71,83,62,63,41,78,69,66,73,26,28,22
1423,76,82,70,52,79,70,79,76,78,76,79,69,69,76,70,69,74,58,60,64,76,66,34,76,78,70,70,60,32,26
1424,76,28,22,71,67,25,58,25,22,60,60,65,68,62,68,59,42,72,69,77,18,79,77,30,48,36,68,76,79,76
1425,76,45,22,75,67,24,58,30,34,65,66,31,39,44,65,31,59,74,61,80,31,68,80,24,56,34,69,75,80,76
1427,76,33,26,74,71,26,44,31,28,69,63,62,65,54,66,56,60,71,64,84,27,73,75,32,55,34,59,73,80,78
1428,76,77,60,58,73,37,77,58,37,55,77,88,84,75,71,71,68,56,88,64,55,69,68,72,68,42,72,69,76,75
1429,76,29,29,73,67,41,62,49,40,59,66,54,68,53,69,31,68,54,68,90,50,80,75,28,50,39,69,77,77,75
1430,76,64,50,62,74,56,71,52,45,71,73,71,68,64,76,70,75,73,91,80,62,80,80,56,64,32,76,70,74,71
1431,76,36,40,73,57,34,31,34,27,64,42,69,74,41,72,36,48,71,79,86,30,68,82,24,51,36,75,79,78,74
1433,76,40,50,80,58,50,50,48,35,62,62,67,64,60,69,60,64,91,64,80,49,88,77,28,58,51,78,77,74,70
1434,76,65,74,65,72,66,85,61,65,60,77,89,89,86,68,78,74,83,73,65,64,62,41,74,67,49,75,41,52,35
1435,76,78,37,43,78,50,76,77,58,64,78,76,68,79,77,79,58,53,71,53,44,84,76,61,63,63,77,73,77,82
1436,76,83,52,59,69,64,69,68,71,70,74,79,80,62,73,78,76,68,66,81,72,82,77,68,73,67,78,69,77,77
1437,76,35,26,79,63,28,49,33,48,59,61,38,36,59,74,63,50,81,73,78,29,82,78,40,49,47,71,75,74,78
1438,76,79,68,52,79,69,78,79,78,77,81,75,69,79,74,85,84,78,77,64,79,61,61,69,77,69,70,50,54,50
1439,76,50,79,80,64,77,63,38,44,40,72,63,63,54,75,56,79,65,68,84,71,74,23,78,58,71,77,37,42,19
1440,76,70,76,77,74,69,78,66,60,62,78,78,79,78,73,63,75,67,75,79,72,70,30,76,69,66,70,29,35,21
1441,76,78,55,52,77,54,81,65,55,54,78,77,79,82,66,85,56,69,77,65,65,70,74,68,68,60,66,70,77,77
1442,76,64,58,59,77,55,72,76,67,73,75,55,40,66,75,62,81,49,76,68,72,87,76,75,74,69,69,73,75,62
1443,76,75,73,59,80,61,74,86,79,69,77,76,77,78,74,73,73,64,78,68,74,71,42,71,72,81,72,50,52,47
1444,76,74,43,64,74,43,76,64,66,63,74,77,80,72,74,69,72,49,76,65,68,66,74,68,69,48,72,74,78,76
1445,76,65,65,66,80,70,75,77,77,76,79,77,72,74,71,69,76,83,77,67,76,70,71,73,75,69,74,73,75,73
1446,76,70,63,65,79,69,69,67,61,76,73,62,57,66,77,65,67,92,89,70,69,80,78,68,74,44,77,65,75,71
1447,76,77,40,65,70,55,72,70,55,65,70,77,77,68,69,67,70,71,90,75,45,79,77,65,62,50,68,75,76,75
1448,76,65,74,75,72,68,80,74,68,62,78,68,72,59,70,41,77,71,75,86,67,82,29,75,72,66,73,30,39,15
1449,76,75,70,52,73,64,78,72,69,70,77,85,83,84,70,76,82,78,66,73,74,70,45,73,72,75,74,32,40,42
1450,76,66,59,42,80,44,71,66,52,75,76,60,60,67,72,64,43,59,77,66,65,69,75,60,73,55,70,77,76,74
1451,76,39,23,76,72,30,52,31,24,73,66,61,58,55,75,64,45,80,67,76,31,67,76,37,47,37,73,80,75,73
1452,76,86,54,67,75,53,78,84,63,71,78,79,76,73,74,83,78,77,75,75,68,73,70,68,77,46,71,71,73,72
1453,76,75,65,28,73,68,81,63,55,61,78,83,81,87,75,91,64,68,76,54,57,57,52,73,73,62,77,56,50,43
1455,76,74,43,55,79,51,76,70,70,74,75,84,77,77,74,88,71,69,81,52,62,74,70,72,69,75,67,72,77,75
1456,76,78,40,65,72,46,71,68,50,69,71,77,78,73,74,72,79,70,77,71,65,74,75,58,56,64,70,75,77,73
1457,76,72,26,78,73,30,48,53,41,43,75,67,71,62,78,62,39,73,74,70,40,77,79,36,32,43,68,68,78,80
1459,76,72,74,52,76,53,80,76,72,74,78,79,76,79,69,85,72,74,72,60,73,48,39,69,75,69,62,42,24,25
1461,76,72,65,49,79,63,73,72,54,74,78,78,75,90,76,92,65,62,76,34,59,85,77,75,77,60,77,54,75,71
1462,76,79,53,64,75,48,76,76,70,69,74,74,72,74,73,85,71,90,74,62,62,73,75,60,68,59,71,72,78,79
1463,76,77,67,49,76,56,77,72,54,58,77,86,78,79,73,80,71,64,78,63,66,70,65,74,72,66,68,64,64,66
1464,76,25,35,76,62,33,43,26,25,55,64,60,62,61,74,50,49,76,70,83,34,69,78,42,43,33,72,76,76,74
1465,76,53,65,79,68,50,68,39,47,64,73,65,75,62,79,57,74,77,88,84,63,84,77,72,63,52,72,74,77,75
1466,76,70,76,72,67,66,76,57,56,57,75,82,81,86,75,67,77,64,84,65,72,45,31,76,70,72,64,24,24,26
1467,76,60,67,57,78,59,74,57,66,75,77,65,55,66,72,69,76,72,73,74,69,73,70,72,76,56,69,70,73,68
1468,76,74,65,57,80,63,76,72,67,77,76,60,68,65,77,63,74,61,72,73,71,71,65,68,78,76,76,66,75,68
1469,76,69,60,36,78,66,80,71,65,71,81,77,72,84,65,82,62,34,72,48,69,48,41,68,77,58,75,40,38,36
1470,76,70,66,46,76,71,77,74,73,73,76,83,78,81,66,84,74,48,68,44,76,39,31,72,76,67,72,47,30,26
1471,76,72,68,50,70,64,81,76,64,68,80,91,90,84,66,85,76,69,58,68,68,40,25,73,72,68,75,19,38,20
1472,76,74,74,47,72,63,77,71,55,52,76,94,92,92,72,90,70,72,75,64,66,44,40,71,72,67,74,54,52,39
1473,76,59,43,75,56,38,55,51,47,51,62,69,66,58,70,72,45,82,75,87,42,78,74,44,52,54,68,73,77,74
