Name,Overall,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
Fernando,79,62,54,70,78,41,68,65,53,76,72,61,62,71,77,57,76,74,89,80,68,84,82,59,62,54,76,78,80,81,1,1,1,1,1
I. TraorÈ,79,80,66,44,76,75,85,85,75,74,80,89,79,93,80,94,80,71,63,43,76,53,41,76,76,56,79,48,43,40,6,6,11,8,7
G. Mercado,79,68,60,76,71,66,57,68,54,65,70,75,75,66,72,60,68,76,77,82,58,81,80,63,60,49,73,77,80,78,12,16,10,12,6
N. Petersen,79,58,84,82,65,83,64,57,45,49,70,57,62,64,84,57,79,66,81,76,65,60,39,85,61,76,82,46,44,21,11,7,15,13,7
O. Karnezis,79,19,16,24,22,14,15,11,11,36,23,44,34,45,75,49,22,64,33,66,18,18,23,10,47,21,60,20,15,24,80,78,72,77,81
M. Sakho,79,58,23,74,77,20,50,50,30,69,63,49,55,50,70,54,51,75,70,91,38,87,81,36,53,40,76,74,82,78,14,12,9,7,8
Sidnei,79,58,46,75,70,33,59,36,39,68,76,65,63,36,75,38,61,79,68,90,50,77,80,44,44,58,71,75,81,75,10,16,12,9,14
S. Joveti?,79,72,80,74,81,79,82,85,72,64,83,68,73,79,76,68,81,70,68,72,80,50,30,80,82,80,78,31,32,30,9,7,5,9,10
Eder,79,72,78,60,76,76,83,80,78,58,83,85,84,81,78,80,80,50,78,60,76,60,24,83,78,78,78,31,20,26,8,12,11,10,9
J. Hern·ndez,79,64,84,79,65,74,73,67,52,56,77,77,69,75,82,79,75,83,66,53,66,59,26,86,70,74,79,21,29,25,14,12,9,12,11
Fabricio,79,15,14,14,44,13,25,19,15,40,35,59,54,57,74,48,25,76,42,56,14,33,26,14,51,22,56,22,14,11,76,80,77,77,79
Kiko Casilla,79,24,14,13,30,12,12,25,25,24,20,32,49,43,74,58,24,69,43,79,13,45,20,12,52,23,60,26,15,11,74,81,79,81,77
¡ngel,79,56,79,74,73,78,80,49,50,49,81,74,74,79,80,76,81,76,66,64,80,62,26,79,62,69,70,42,23,20,6,13,8,14,11
M. Schneiderlin,79,65,58,69,78,56,68,68,63,75,80,58,58,69,76,69,71,68,79,75,56,81,81,63,69,56,79,77,78,77,6,11,12,14,7
M. Fellaini,79,61,73,93,81,68,67,64,46,66,82,41,48,47,81,49,75,64,75,91,65,94,74,84,73,64,78,77,77,60,8,6,9,15,16
P. Wernbloom,79,58,70,86,75,53,68,54,32,72,74,55,61,53,77,55,81,56,89,86,72,89,82,75,71,66,76,73,79,80,14,9,13,13,9
D. Ospina,79,11,10,15,36,12,12,10,13,32,32,34,34,44,72,50,35,75,29,38,12,20,25,16,50,26,60,11,13,12,83,70,78,77,85
S. Mignolet,79,11,11,16,37,16,14,16,12,34,26,50,52,34,74,52,45,69,31,72,16,34,21,14,43,41,61,7,14,16,80,74,64,76,82
A. Begovi?,79,14,19,12,26,12,16,17,15,32,24,52,58,52,74,40,28,38,36,80,12,42,21,11,34,40,61,18,11,12,80,80,72,77,79
N. ?ahin,79,79,61,64,84,80,76,82,80,84,81,40,34,74,82,73,83,71,60,71,77,66,80,67,82,39,84,74,74,77,13,10,13,12,11
R. Bertrand,79,82,50,68,76,43,77,74,66,70,78,78,76,73,76,69,59,70,78,70,54,73,77,63,51,52,76,76,81,80,11,13,15,10,15
A. Masiello,79,60,23,76,66,52,54,47,35,68,62,58,55,60,79,56,63,79,63,75,41,76,84,30,36,31,74,78,83,80,14,7,12,12,12
T. Walcott,79,72,74,58,72,71,81,76,74,61,78,89,89,79,77,77,76,65,69,56,65,65,35,77,72,74,76,37,39,36,11,8,9,9,8
Charles,79,51,80,79,69,84,79,78,53,52,82,64,59,86,80,69,83,93,63,71,78,66,18,83,55,70,78,35,35,27,8,9,16,9,11
T. Heaton,79,17,12,16,32,12,17,15,13,37,28,56,55,54,73,52,14,73,40,66,12,31,24,12,46,24,62,16,15,13,79,78,74,80,80
H. Ben Arfa,79,70,70,46,78,72,88,76,73,74,80,77,69,82,70,79,78,74,51,65,75,61,36,72,78,84,77,31,27,21,12,8,9,13,12
D. Abraham,79,44,46,78,73,65,44,45,67,75,59,76,79,61,76,55,74,77,68,80,63,79,75,31,49,54,78,78,83,78,6,10,12,9,8
E. Lavezzi,79,77,80,57,80,77,82,83,79,65,83,85,83,87,81,85,79,82,68,71,78,73,31,82,83,69,78,40,40,37,6,15,11,9,12
S. Kalou,79,67,82,77,79,78,87,78,62,68,86,67,65,76,82,76,76,76,64,67,67,35,32,83,78,85,81,50,38,27,8,9,14,7,6
J. Farf·n,79,80,73,65,77,69,78,80,75,73,79,84,84,75,77,66,75,76,69,78,72,73,39,75,80,79,80,17,43,29,15,12,5,12,15
R. Babel,79,72,77,71,71,67,82,77,50,66,79,83,82,77,71,74,85,82,84,78,82,58,34,77,74,70,75,39,28,21,16,8,12,11,15
A. Young,79,84,64,57,79,71,77,86,75,70,79,77,72,77,80,76,75,55,75,67,69,78,77,67,76,60,74,75,76,74,16,10,15,16,15
J. Hart,79,14,14,10,34,19,23,17,13,35,20,56,60,50,72,32,40,69,28,61,19,36,25,14,42,30,58,16,14,13,80,76,70,77,81
L. LÛpez,79,66,80,76,75,74,78,78,73,70,80,77,83,84,74,80,77,84,77,75,75,61,59,82,72,80,84,30,58,29,8,10,11,13,6
D. Baier,79,73,52,52,82,58,74,62,70,82,80,53,43,71,81,75,68,78,72,67,44,67,87,58,80,62,84,72,75,74,7,9,7,9,9
B. Y?lmaz,79,68,82,72,66,77,69,60,70,60,69,81,79,72,81,48,85,66,69,79,74,85,33,85,64,79,71,29,29,26,14,15,11,8,12
R. Adler,79,13,14,10,39,18,13,12,13,36,20,42,32,49,80,43,23,69,22,66,14,25,17,7,38,21,49,9,12,13,78,77,70,81,79
S. Lichtsteiner,79,78,45,70,77,62,76,68,66,70,76,65,69,73,79,77,74,73,76,70,68,82,82,66,62,64,80,78,80,80,4,3,2,3,2
E. Adebayor,79,58,80,92,72,76,72,64,44,55,74,67,70,65,76,52,78,76,57,82,66,70,31,78,76,79,84,25,25,19,13,9,12,9,13
E. Belˆzo?lu,79,80,68,43,86,69,78,83,80,87,82,54,38,68,73,81,77,72,61,65,76,87,66,63,86,85,80,65,67,60,7,11,7,14,8
Loren,78,36,86,76,74,73,79,60,53,35,81,63,66,60,78,57,78,68,60,61,80,38,11,75,60,77,70,55,12,16,7,13,13,15,6
…der Milit„o,78,72,48,75,67,34,68,58,40,58,70,77,78,75,76,67,62,86,85,76,42,83,74,59,59,60,68,76,82,78,11,8,15,12,15
F. Chiesa,78,70,70,50,75,68,83,74,48,60,80,86,84,86,76,77,81,55,78,64,78,62,30,76,71,62,76,65,34,34,6,7,8,9,7
M. Lazzari,78,78,66,44,78,58,79,65,57,74,79,84,79,75,75,70,53,36,78,49,57,53,53,73,72,58,73,58,51,42,14,6,11,5,11
A. Hakimi,78,76,59,64,77,48,78,65,55,68,78,89,91,75,77,75,75,69,84,73,62,67,71,71,63,46,72,74,73,75,10,8,14,6,8
S. Nakajima,78,66,73,40,75,76,83,80,64,68,78,93,91,94,77,95,77,70,88,34,71,55,43,75,75,64,81,28,41,36,7,10,10,8,6
L. Jovi?,78,63,81,76,72,80,76,72,38,54,77,75,77,74,78,65,79,66,69,76,72,57,23,78,65,60,73,19,26,16,8,7,12,9,13
S. AscacÌbar,78,51,39,55,80,47,64,47,41,71,65,75,65,78,74,87,53,82,92,61,67,90,85,31,60,48,67,81,80,77,6,10,5,14,9
A. Lafont,78,13,6,13,54,9,14,13,12,38,10,48,45,55,69,53,23,73,40,70,9,20,17,4,47,16,59,20,14,12,79,77,71,76,80
T. Alexander-Arnold,78,83,56,59,76,41,72,74,74,75,72,82,79,74,75,74,70,66,79,62,63,73,76,62,72,55,74,75,76,74,14,15,14,6,7
F. Krovinovi?,78,65,64,54,80,64,79,76,55,78,81,68,69,76,74,75,78,54,71,60,72,68,70,74,80,62,82,61,57,50,13,7,11,5,11
Sidney Pessinho,78,71,56,62,75,45,72,81,77,77,71,72,72,51,81,55,73,61,76,88,72,77,76,52,72,67,67,80,76,76,11,15,8,7,7
Everticinho,78,76,69,60,76,71,76,76,68,59,75,84,76,79,80,70,72,61,88,68,74,73,72,76,64,64,80,78,75,77,7,8,8,8,7
Claudio CoÌntra,78,74,73,45,75,77,75,86,74,75,76,87,74,86,82,83,74,58,75,57,68,42,32,78,79,73,84,17,28,21,8,15,15,13,8
Ronaldo Esler,78,78,45,60,76,55,76,54,49,59,74,88,86,86,80,90,78,59,76,33,68,73,75,69,68,49,76,75,77,76,13,13,16,8,9
P. Lees-Melou,78,78,70,59,79,53,79,74,69,79,79,74,74,75,75,59,70,61,86,71,70,71,66,77,78,53,76,70,68,63,14,6,12,9,10
B. Chilwell,78,76,43,64,73,42,76,67,64,68,77,81,82,70,75,71,69,77,84,68,38,68,74,74,66,52,68,74,76,79,10,7,14,7,10
Jo„o Novais,78,78,72,45,78,67,78,78,83,76,77,79,70,75,77,76,84,65,88,68,81,49,50,76,78,75,76,43,57,48,5,12,8,11,10
D. Calabria,78,79,30,64,75,58,73,76,48,68,74,81,77,83,74,78,62,69,81,64,48,78,77,42,50,48,74,78,78,77,8,14,15,12,7
F. Mendy,78,74,62,69,76,43,81,71,35,75,78,88,86,78,78,78,69,78,82,76,64,77,75,75,73,49,78,69,75,76,7,16,9,10,9
L. Pellegrini,78,72,60,71,82,69,76,69,40,79,79,77,74,68,73,69,76,67,76,69,72,71,70,74,76,49,79,70,74,72,12,7,10,13,11
Soares,78,52,76,77,68,73,75,69,40,54,77,79,86,71,78,65,77,78,76,78,68,90,40,84,58,68,79,50,45,35,8,9,7,7,7
Daniel Podence,78,63,64,42,74,57,84,75,42,66,81,94,92,92,77,94,65,66,72,30,55,67,21,76,77,63,78,42,30,29,14,14,8,7,15
M. DÌaz,78,17,11,15,24,11,13,13,15,21,16,39,39,30,75,35,25,53,35,74,13,43,18,14,38,23,33,17,21,22,76,73,62,82,80
G. MartÌnez,78,74,70,32,70,72,86,76,73,68,81,90,88,92,79,88,80,53,72,61,82,42,23,71,72,77,77,41,28,30,6,9,13,12,15
M. Eggestein,78,65,61,65,79,46,77,58,48,77,79,66,69,74,76,67,77,53,96,74,80,68,68,69,74,45,75,72,75,63,15,10,13,15,8
Trezeguet,78,78,75,42,76,63,83,63,63,72,78,82,85,78,69,70,76,65,78,67,76,45,22,69,69,66,74,39,39,27,8,10,15,10,7
N. Amiri,78,73,65,43,79,65,85,76,71,73,81,77,68,79,75,76,70,66,77,66,70,48,62,69,78,65,69,53,57,46,12,12,14,12,10
Vallejo,78,41,44,74,76,36,56,29,31,75,67,67,74,69,77,69,49,77,66,69,31,74,82,32,33,45,76,79,78,81,10,13,15,13,6
J. Gomez,78,69,26,68,72,24,67,41,29,57,68,80,83,64,77,66,41,66,74,80,26,70,81,51,52,26,69,78,80,77,8,13,14,7,7
Diogo Jota,78,65,74,56,72,71,81,76,58,65,83,87,76,87,80,87,78,66,82,72,71,80,54,81,72,61,83,49,54,39,7,12,15,9,11
Joan Jord·n,78,65,75,47,79,59,78,71,67,78,79,65,68,65,72,65,74,50,75,66,76,61,69,71,78,69,62,67,76,54,13,12,13,12,9
Dyego Sousa,78,48,81,83,64,75,74,46,34,45,76,58,54,53,75,39,84,74,82,83,75,80,25,80,53,75,68,23,22,27,15,7,12,7,9
A. Maruöi?,78,78,66,72,75,68,78,72,48,68,77,86,89,66,76,67,81,80,79,79,77,71,73,73,72,58,72,72,71,72,8,9,7,10,10
David Soria,78,15,19,24,24,19,16,23,11,33,19,49,34,45,75,42,54,60,43,76,18,24,18,12,45,23,58,22,13,13,81,73,66,81,75
V. Rongier,78,62,70,41,81,75,78,76,64,79,80,69,55,79,75,90,74,73,71,55,79,51,72,74,77,65,77,75,84,70,11,8,12,7,11
W. Weghorst,78,42,81,84,70,67,64,40,37,48,76,53,69,64,79,44,80,79,84,86,62,73,34,82,62,73,78,37,23,26,11,9,14,16,12
O. Al Soma,78,66,80,77,69,67,71,69,74,64,76,73,71,69,77,67,84,63,82,89,76,67,43,77,70,74,71,31,33,34,9,7,15,12,13
M. Nakamba,78,46,36,55,73,41,71,45,37,73,73,78,75,78,76,78,80,78,90,80,54,86,78,55,68,38,71,80,80,78,9,15,10,15,8
Petros,78,60,61,57,80,46,76,55,46,78,79,72,73,70,78,70,80,61,88,71,65,83,82,66,74,58,77,41,83,79,16,13,9,10,14
Pablo Maffeo,78,79,53,68,78,21,80,71,34,63,81,87,86,82,64,84,57,61,74,65,52,65,69,67,64,37,62,76,81,80,10,7,14,12,15
Y. Mina,78,43,51,86,73,41,60,38,30,52,53,45,62,53,72,34,70,70,79,87,50,80,73,48,54,53,80,79,79,75,10,8,12,9,12
M. D˙bravka,78,12,10,12,48,11,19,15,13,45,33,49,44,44,73,60,22,73,40,60,17,26,25,10,54,20,59,19,15,14,75,80,81,76,80
Diego Carlos,78,35,26,75,71,34,64,47,71,59,69,70,68,64,74,57,73,80,64,84,57,82,75,52,51,41,72,78,79,73,7,10,14,7,11
D. DjenÈ,78,60,29,77,72,22,44,51,48,54,68,76,75,76,79,72,67,79,77,70,27,81,80,49,39,41,64,72,80,81,7,15,7,10,10
G. Simeone,78,40,80,80,68,72,76,69,60,55,76,79,78,76,76,74,79,84,74,72,66,70,24,80,60,71,76,51,29,26,12,15,9,14,11
M. Meza,78,72,73,67,76,66,86,82,76,68,79,80,82,87,73,75,76,67,81,70,74,73,31,71,76,54,73,68,37,32,9,9,16,12,11
Bastos,78,36,30,74,70,31,55,35,28,65,62,73,77,62,72,76,49,71,65,82,41,75,79,31,28,50,67,80,80,77,13,8,11,12,12
S. Lobotka,78,63,59,41,84,43,77,68,55,76,82,70,63,78,74,84,62,82,86,52,65,57,72,65,76,56,74,65,74,65,10,7,16,13,14
Y. Tielemans,78,76,73,57,78,78,76,84,74,78,81,52,53,67,75,76,88,65,73,69,86,70,71,74,81,76,81,66,72,69,6,8,10,14,12
Marcelo Goiano,78,79,34,68,75,40,77,68,34,61,76,77,75,77,77,74,71,72,86,64,65,74,74,69,52,41,73,76,76,77,13,7,15,7,14
K. Tete,78,74,42,74,73,36,68,52,34,63,70,74,79,66,74,73,60,77,77,76,41,80,75,60,58,46,73,77,81,86,9,15,11,6,10
Capa,78,77,56,61,71,52,74,55,58,56,76,82,86,75,73,86,81,77,92,80,62,86,71,76,72,54,69,68,75,82,12,13,6,12,11
M. Sportiello,78,13,18,18,32,12,19,14,21,19,22,48,38,55,74,58,19,68,37,66,17,23,29,18,44,21,59,26,17,13,80,76,68,77,81
Jemerson,78,30,28,78,68,46,54,26,26,60,63,70,65,64,81,58,45,83,67,78,35,75,79,26,46,54,75,80,80,77,7,15,9,13,10
N. Maksimovi?,78,45,22,79,59,28,49,29,23,59,61,62,68,49,71,58,39,67,67,86,29,78,80,29,31,26,70,79,80,79,12,9,5,11,15
D. Zapata,78,44,81,78,64,76,72,48,62,38,76,68,75,64,74,58,86,79,66,91,64,60,20,78,46,68,76,52,24,22,9,9,8,6,8
J. Correa,78,74,74,43,78,75,85,79,63,69,83,76,79,82,70,61,76,32,75,74,71,48,36,74,75,57,73,39,37,26,11,10,7,8,8
E. Rigoni,78,75,73,65,73,71,82,81,78,71,77,90,90,83,69,68,71,57,80,58,76,44,33,75,74,60,71,51,41,55,16,6,10,8,16
C. Izquierdoz,78,44,45,82,66,50,36,32,26,57,62,52,50,36,76,52,55,85,84,80,54,74,80,35,33,51,58,78,79,78,8,11,7,8,8
W. Barrios,78,59,30,59,78,22,66,31,31,65,69,76,71,75,77,73,53,78,93,77,39,84,80,60,65,32,76,85,81,73,13,14,13,15,16
J. Mojica,78,79,62,55,78,43,78,74,68,70,79,89,90,74,70,61,80,73,70,70,61,75,72,69,65,67,69,67,78,79,13,8,14,9,15
A. Selikhov,78,16,14,17,33,15,19,14,15,35,25,33,48,35,65,50,25,70,24,65,19,21,25,15,58,19,58,15,18,18,79,81,78,77,75
A. Iwobi,78,67,64,42,81,48,84,50,40,63,84,80,77,76,75,75,67,47,74,70,54,46,24,75,80,59,72,30,26,23,14,7,12,14,11
D. Laxalt,78,78,60,43,78,49,77,61,60,74,78,86,90,85,72,77,74,65,93,60,66,72,64,68,68,49,76,64,64,68,10,12,10,9,8
N. Bentaleb,78,65,62,51,80,67,82,69,62,76,81,66,64,75,76,71,83,53,75,72,79,74,77,68,80,81,79,65,71,60,9,10,16,9,15
N. Stark,78,54,50,83,76,48,65,43,35,67,70,74,79,63,73,62,63,64,70,79,55,74,79,52,71,39,69,78,79,76,7,15,10,15,13
M. Lemina,78,72,55,68,82,68,81,72,68,77,82,76,77,71,73,74,83,46,75,73,78,70,72,68,74,68,70,70,73,66,12,9,15,8,16
L. Dendoncker,78,75,66,78,78,71,68,72,71,78,73,61,68,57,73,53,86,66,89,87,76,73,78,71,76,44,74,76,78,76,14,8,14,14,6
Ricardo Esgaio,78,82,65,56,78,59,79,79,51,67,80,75,74,82,76,83,63,73,87,59,64,68,69,75,75,78,82,66,76,75,9,16,6,8,14
P. Sisto,78,78,76,51,70,65,86,74,75,65,80,81,81,82,73,84,82,82,80,64,72,52,51,73,75,66,74,35,55,48,12,6,12,11,11
P. Max,78,91,40,59,77,43,73,80,74,72,78,78,85,77,79,74,75,66,85,66,46,72,69,62,70,41,71,69,74,75,15,12,11,8,11
R. Gagliardini,78,64,54,73,78,68,75,68,38,75,77,68,68,64,72,62,76,64,85,71,73,74,80,68,73,40,74,77,78,76,12,6,8,7,9
Pere Pons,78,60,65,58,82,43,75,52,62,80,79,68,67,71,75,70,62,66,81,68,64,75,77,64,74,45,69,60,77,76,11,11,9,8,12
D. Berardi,78,74,74,62,75,78,80,70,73,75,85,79,79,87,73,73,83,66,70,65,79,85,26,77,71,74,74,45,30,30,5,6,5,5,6
M. Halstenberg,78,79,57,78,76,55,69,77,74,62,74,66,69,65,76,59,79,83,79,78,67,73,74,61,54,67,70,80,79,74,9,15,14,10,16
J. Quintero,78,75,66,42,78,65,83,80,77,77,83,73,71,90,72,91,83,55,44,38,73,43,35,63,85,71,75,52,30,22,14,16,10,7,12
Tiago Volpi,78,20,14,13,31,20,16,50,60,26,24,59,58,63,75,47,70,75,36,72,14,24,15,10,39,21,68,16,10,12,83,67,66,78,82
”liver Torres,78,73,70,52,81,60,83,77,64,78,82,72,65,78,78,78,65,62,71,38,69,58,67,76,80,64,82,66,66,62,7,7,14,6,8
Omar Mascarell,78,50,53,56,82,54,75,61,68,83,80,65,64,76,73,68,74,73,79,75,69,70,75,62,74,68,74,77,76,71,6,7,9,10,11
H. Sakai,78,74,33,71,71,41,64,67,55,64,69,78,78,71,76,69,72,75,90,74,58,79,74,74,60,36,68,77,77,80,13,8,11,10,9
Andreas Pereira,78,78,74,56,80,72,81,80,80,77,81,78,74,78,74,78,73,62,75,68,77,69,68,71,78,70,74,67,65,63,15,14,7,10,7
A. Januzaj,78,77,71,23,79,67,81,74,65,74,80,79,76,83,76,71,72,61,68,59,70,41,36,76,78,60,70,30,22,22,15,10,11,12,7
B. Cristante,78,68,68,70,83,67,78,65,64,78,81,63,58,64,74,54,74,58,69,70,74,64,66,76,76,58,70,70,69,66,3,5,3,3,5
Matheus,78,15,12,14,27,13,12,21,12,36,22,44,47,45,74,48,21,63,32,71,15,19,26,12,52,13,46,16,20,15,80,73,71,77,80
B. TraorÈ,78,65,75,64,77,75,85,80,74,69,87,85,90,88,75,71,76,78,75,64,66,60,45,79,74,69,73,38,40,37,11,7,7,13,12
Y. Poulsen,78,69,72,84,74,68,75,71,43,48,71,79,79,75,79,55,73,83,87,78,58,84,48,80,65,59,68,55,59,33,6,11,15,14,8
L. Trossard,78,75,80,64,76,76,83,81,69,68,78,92,76,93,70,87,77,89,73,60,81,47,18,75,71,75,84,40,31,18,14,8,11,7,7
M. Arnold,78,70,77,54,79,85,78,77,75,78,79,66,64,71,78,67,87,52,77,67,87,66,75,75,74,57,76,75,71,66,11,9,11,10,10
M. De Sciglio,78,78,33,68,74,41,74,75,39,68,75,75,79,79,72,77,67,77,87,68,51,74,76,64,60,49,72,79,78,78,5,3,5,5,3
Leo Baptistao,78,71,75,75,77,77,80,70,59,63,80,75,78,77,82,68,74,70,74,71,74,38,28,83,74,65,75,36,24,19,8,14,9,6,9
V. Chiriche?,78,46,56,73,68,70,59,46,25,70,66,66,67,57,74,72,82,73,66,72,72,76,79,36,46,51,69,83,82,78,7,11,10,14,13
L. Pavoletti,78,33,81,93,64,80,66,49,28,36,74,66,63,65,76,59,80,86,66,84,56,60,24,80,52,64,73,49,21,17,15,6,12,14,9
A. Cragno,78,15,12,12,26,13,13,11,12,25,21,41,37,37,62,43,19,74,43,55,17,33,19,15,42,31,59,20,11,12,82,76,60,76,85
L. Castro,78,78,58,58,80,67,80,76,68,76,82,78,75,78,76,78,77,66,75,68,74,65,73,75,77,68,77,52,70,70,6,7,9,15,5
N. F¸llkrug,78,63,81,80,67,71,70,69,69,48,74,65,65,66,77,52,79,69,73,83,72,67,24,82,61,77,72,47,30,17,15,9,10,13,9
F. Fajr,78,77,72,49,80,62,76,81,77,81,79,67,61,74,74,71,74,37,66,67,78,70,76,69,79,72,63,70,77,78,15,12,14,15,6
R. JimÈnez,78,69,76,81,71,77,74,71,45,67,74,69,76,73,76,49,79,68,76,78,68,80,51,83,71,90,74,46,36,28,7,11,13,14,10
E. Sala,78,59,80,81,71,77,75,72,41,63,75,56,61,59,80,55,79,77,92,84,75,75,62,82,63,73,81,62,59,51,7,11,7,9,7
S. GarcÌa,78,55,82,75,61,71,71,68,75,54,76,67,66,68,71,68,82,75,75,88,73,86,25,84,71,77,77,20,24,15,12,12,11,9,9
S. Arias,78,74,51,67,74,43,74,31,54,73,76,84,86,78,76,77,56,82,90,69,50,79,75,70,64,56,76,74,76,77,14,7,14,15,16
B. Reynet,78,15,17,14,33,19,11,10,14,32,21,41,45,43,75,24,18,62,34,68,15,36,16,12,16,19,62,10,12,10,77,76,74,77,81
Pozuelo,78,65,66,39,82,62,81,75,74,73,83,62,57,76,76,82,66,60,75,50,71,52,62,74,82,64,81,46,52,40,10,8,14,10,8
A. Trebel,78,75,59,33,77,71,77,73,75,79,77,79,75,77,78,87,80,77,82,69,76,80,74,72,77,55,75,67,74,70,8,11,14,16,12
J. Lascelles,78,46,23,79,65,33,50,29,16,57,65,60,63,67,75,51,40,85,70,84,27,83,76,23,40,19,71,80,77,76,10,15,7,10,15
T. Kongolo,78,67,27,74,72,40,67,63,44,65,72,72,74,71,70,62,67,91,71,79,52,75,76,49,49,42,73,77,80,79,8,14,12,11,12
A. Carrillo,78,78,73,70,73,74,85,78,55,60,82,86,86,80,74,76,76,73,67,72,75,53,34,74,73,68,73,19,32,25,11,14,13,12,7
¡lvaro,78,51,22,73,69,31,48,47,45,57,67,72,73,68,76,72,48,92,78,74,26,89,79,45,39,36,67,76,78,81,8,13,12,12,8
G. Defrel,78,70,79,68,67,75,83,67,69,60,82,88,87,82,75,72,79,42,59,58,78,53,37,81,75,69,75,50,15,18,14,15,11,12,7
Fernando,78,60,63,62,81,45,70,82,84,82,76,70,76,74,73,81,76,80,80,69,76,80,80,47,75,61,70,69,78,77,16,9,13,8,6
V. Darida,78,76,68,41,81,65,78,78,69,75,81,70,65,82,74,88,76,77,94,48,76,56,69,72,77,76,79,72,66,59,16,14,16,14,14
R. Saponara,78,74,64,58,80,64,83,80,70,74,85,69,75,72,68,71,72,64,68,69,66,52,30,78,80,68,76,61,34,30,5,3,5,5,3
Pedro Mendes,78,25,25,73,66,22,62,48,52,64,63,66,63,55,71,53,67,74,75,79,34,81,80,25,32,35,70,80,82,78,10,6,13,10,10
C. Schindler,78,49,25,74,68,30,42,45,33,64,68,60,65,56,77,57,52,74,68,78,24,76,81,27,51,55,73,81,81,78,6,11,10,12,12
N. Chadli,78,74,73,67,77,73,82,77,78,68,80,74,78,65,75,54,81,71,75,83,75,59,43,77,75,76,79,41,48,44,12,11,12,10,13
Arbilla,78,75,40,73,77,48,63,75,82,65,76,55,70,60,75,68,81,81,74,78,68,84,77,57,57,47,65,72,80,79,14,8,15,13,9
L. Dunk,78,32,37,76,71,24,60,23,39,74,68,38,50,47,79,42,72,72,64,82,21,80,78,30,45,36,72,80,76,78,15,16,9,12,6
P. Hern·ndez,78,54,66,53,79,69,80,75,69,78,79,69,67,70,80,44,75,69,68,80,73,85,75,76,80,62,68,55,67,70,6,15,9,15,10
J. Guidetti,78,67,76,75,75,79,76,68,80,53,77,65,65,64,78,60,84,70,64,82,80,75,34,79,65,81,78,55,30,26,12,13,14,6,11
Sergi GÛmez,78,45,35,74,80,37,56,49,46,77,75,46,44,52,76,50,45,69,68,78,47,70,81,52,56,41,68,80,81,78,15,16,11,11,7
Oriol Romeu,78,37,25,67,80,35,59,49,53,71,72,53,48,54,72,59,60,65,75,82,43,88,80,48,65,54,72,77,79,74,12,14,10,11,16
Lucas PÈrez,78,74,78,68,75,78,79,82,77,70,80,76,78,70,80,73,82,63,70,69,79,67,38,79,81,79,75,25,24,26,14,8,8,10,10
B. Natcho,78,76,70,57,80,65,73,75,76,81,81,57,66,76,78,79,73,54,66,70,74,71,72,68,80,84,84,70,72,64,14,13,12,15,16
Cl·udio Ramos,78,10,14,21,25,10,16,15,13,23,20,50,54,65,76,65,31,76,47,77,16,27,21,10,55,13,44,21,17,13,81,76,65,74,80
F. Lejeune,78,51,50,75,75,42,62,47,41,70,73,42,52,55,72,57,75,76,73,83,66,81,81,46,46,43,77,80,76,73,11,15,15,12,7
G. Krychowiak,78,59,42,75,79,40,65,52,62,80,77,61,68,59,74,52,81,74,75,83,69,80,76,52,68,78,80,72,77,71,15,14,8,6,7
N. Lodeiro,78,81,65,42,79,70,78,81,77,76,81,71,68,78,79,78,71,65,87,61,76,66,42,75,78,76,78,44,49,37,12,16,11,7,15
O. ÷zyakup,78,77,62,50,83,72,78,83,77,78,80,71,72,88,73,79,80,72,76,62,76,75,66,74,80,78,82,60,65,64,7,10,9,15,13
C. TÈvez,78,72,77,54,78,74,79,74,68,65,77,73,70,76,74,74,83,56,73,74,70,77,34,78,78,74,80,35,51,50,4,2,3,2,4
K. Papadopoulos,78,44,24,88,54,44,40,40,43,50,52,60,59,53,69,60,68,91,61,90,58,92,64,35,44,46,60,77,81,80,11,10,12,9,10
M. Gradel,78,71,78,66,74,69,82,67,73,66,81,85,84,83,75,70,74,66,71,59,78,59,51,76,74,75,78,31,40,35,11,12,8,10,12
M. Debuchy,78,77,62,74,75,62,74,74,61,73,75,74,73,74,78,73,74,81,74,72,68,79,76,63,64,66,75,78,78,78,8,9,7,15,10
V. Moses,78,76,69,70,76,64,82,75,61,70,81,79,77,76,76,82,74,66,85,69,69,62,73,76,72,75,75,74,74,71,9,7,8,16,16
Z. Junuzovi?,78,83,68,58,77,82,80,88,82,78,80,76,69,86,76,91,78,68,92,65,78,76,75,70,77,70,78,68,66,63,15,9,11,15,8
Granero,78,78,73,59,81,58,77,80,76,80,80,55,50,68,77,67,77,53,55,68,77,72,74,71,78,73,71,58,76,62,11,14,7,12,14
J. Baumgartlinger,78,63,39,69,81,50,65,47,49,71,74,68,71,65,74,64,73,80,88,78,39,84,77,62,64,59,75,79,80,75,9,13,10,9,14
F·bio Coentr„o,78,80,65,63,78,63,81,78,51,75,79,77,75,76,79,76,69,79,83,66,67,81,76,76,76,54,82,68,77,81,7,13,16,15,14
